指令,模型名称,提示词方法,解析成功率,解析正确率,响应时间(s),解析结果,错误信息,错误类型,复杂度分级,意图标签,意图识别准确率,参数抽取准确率,合法JSON率,参数匹配F1,失败兜底成功率,area_正确率,drone_num_正确率,path_正确率,has_obstacle_正确率,obstacle_position_正确率,height_正确率
P05地块病虫害检测，5台无人机，round路径，高度5米，存在电线杆障碍！！！（紧急）,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.0646,"{""area"": ""P05"", ""drone_num"": 5, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 5}",,数值错误: has_obstacle,中等 + 噪声,病虫害检测,False,0.8571,True,0.8,False,True,True,True,False,True,True
P05地块病虫害检测，5台无人机，round路径，高度5米，存在电线杆障碍！！！（紧急）,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.8942,"{""area"": ""P05"", ""drone_num"": 5, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 5}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,病虫害检测,False,0.7143,False,0.7273,False,True,True,True,False,False,True
P05地块病虫害检测，5台无人机，round路径，高度5米，存在电线杆障碍！！！（紧急）,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.9769,"{""area"": ""P05"", ""drone_num"": 5, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 5}",,数值错误: has_obstacle,中等 + 噪声,病虫害检测,False,0.8571,True,0.8,False,True,True,True,False,True,True
D09地块病虫害检测，5台无人机，zigzag路径，大概高度25米，存在电线杆障碍,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.8052,"{""area"": ""D09"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 25}",,数值错误: has_obstacle,中等 + 噪声,病虫害检测,False,0.8571,True,0.8,False,True,True,True,False,True,True
D09地块病虫害检测，5台无人机，zigzag路径，大概高度25米，存在电线杆障碍,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.2535,"{""area"": ""D09"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 25}",,数值错误: has_obstacle,中等 + 噪声,病虫害检测,False,0.8571,True,0.8,False,True,True,True,False,True,True
D09地块病虫害检测，5台无人机，zigzag路径，大概高度25米，存在电线杆障碍,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.283,"{""area"": ""D09"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 25}",'tuple' object has no attribute '__name__',API调用失败,中等 + 噪声,病虫害检测,False,0.7143,False,0.7273,False,True,True,True,False,False,True
D09地块病虫害检测，5台无人机，zigzag路径，大概高度25米，存在电线杆障碍,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.2211,"{""area"": ""D09"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 25}",,数值错误: has_obstacle,中等 + 噪声,病虫害检测,False,0.8571,True,0.8,False,True,True,True,False,True,True
D09地块病虫害检测，5台无人机，zigzag路径，大概高度25米，存在电线杆障碍,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.8051,"{""area"": ""D09"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 25}",,数值错误: has_obstacle,中等 + 噪声,病虫害检测,False,0.8571,True,0.8,False,True,True,True,False,True,True
"批量巡检T01,D04,B07,H00地块，每块2台无人机，总数量8台，高度30米",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,3.3588,"{""area"": ""T01,D04,B07,H00"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 30}",,,复杂,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"批量巡检T01,D04,B07,H00地块，每块2台无人机，总数量8台，高度30米",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,3.6719,"{""area"": ""T01,D04,B07,H00"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 30}",,,复杂,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"批量巡检T01,D04,B07,H00地块，每块2台无人机，总数量8台，高度30米",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,3.5999,"{""area"": ""T01,D04,B07,H00"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 30}",,,复杂,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"批量巡检T01,D04,B07,H00地块，每块2台无人机，总数量8台，高度30米",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,True,3.1434,"{""area"": ""T01,D04,B07,H00"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 30}",,,复杂,巡检,False,1.0,True,1.0,False,True,True,True,True,True,True
"批量巡检T01,D04,B07,H00地块，每块2台无人机，总数量8台，高度30米",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.2316,"{""area"": ""T01,D04,B07,H00"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": ""None"", ""height"": 30}",'tuple' object has no attribute '__name__',API调用失败,复杂,巡检,False,0.8571,False,0.9091,False,True,True,True,True,False,True
M05地块病虫害检测 8台无人机 round路径 高度10 米左右  有树木障碍,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.4926,"{""area"": ""M05"", ""drone_num"": 8, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 10}",,数值错误: has_obstacle,噪声,病虫害检测,False,0.8571,True,0.8,False,True,True,True,False,True,True
M05地块病虫害检测 8台无人机 round路径 高度10 米左右  有树木障碍,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.4803,"{""area"": ""M05"", ""drone_num"": 8, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 10}",,数值错误: has_obstacle,噪声,病虫害检测,False,0.8571,True,0.8,False,True,True,True,False,True,True
M05地块病虫害检测 8台无人机 round路径 高度10 米左右  有树木障碍,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.8747,"{""area"": ""M05"", ""drone_num"": 8, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 10}",'tuple' object has no attribute '__name__',API调用失败,噪声,病虫害检测,False,0.7143,False,0.7273,False,True,True,True,False,False,True
M05地块病虫害检测 8台无人机 round路径 高度10 米左右  有树木障碍,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.8351,"{""area"": ""M05"", ""drone_num"": 8, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 10}",'tuple' object has no attribute '__name__',API调用失败,噪声,病虫害检测,False,0.7143,False,0.7273,False,True,True,True,False,False,True
M05地块病虫害检测 8台无人机 round路径 高度10 米左右  有树木障碍,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,4.1707,"{""area"": ""M05"", ""drone_num"": 8, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": ""None"", ""height"": 10}",'tuple' object has no attribute '__name__',API调用失败,噪声,病虫害检测,False,0.7143,False,0.7273,False,True,True,True,False,False,True
"批量施肥T08,K05地块，4台无人机，高度18米，障碍位置大概在(150,70)附近！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.0688,"{""area"": ""T08,K05"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [150, 70], ""height"": 18}",,"数值错误: has_obstacle,obstacle_position",复杂 + 噪声,施肥,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"批量施肥T08,K05地块，4台无人机，高度18米，障碍位置大概在(150,70)附近！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.1616,"{""area"": ""T08,K05"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [150, 70], ""height"": 18}",,"数值错误: has_obstacle,obstacle_position",复杂 + 噪声,施肥,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"批量施肥T08,K05地块，4台无人机，高度18米，障碍位置大概在(150,70)附近！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.7691,"{""area"": ""T08,K05"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [150, 70], ""height"": 18}",,"数值错误: has_obstacle,obstacle_position",复杂 + 噪声,施肥,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"批量施肥T08,K05地块，4台无人机，高度18米，障碍位置大概在(150,70)附近！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.7573,"{""area"": ""T08,K05"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [150, 70], ""height"": 18}",,"数值错误: has_obstacle,obstacle_position",复杂 + 噪声,施肥,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"批量施肥T08,K05地块，4台无人机，高度18米，障碍位置大概在(150,70)附近！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.7388,"{""area"": ""T08,K05"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [150, 70], ""height"": 18}",,"数值错误: has_obstacle,obstacle_position",复杂 + 噪声,施肥,False,0.7143,True,0.7273,False,True,True,True,False,False,True
紧急巡检M08地块，8 台无人机，多个障碍，坐标暂不指定，高度18米！！！,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,4.2716,"{""area"": ""M08"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 18}",,"数值错误: drone_num,has_obstacle",复杂 + 噪声,巡检,False,0.7143,True,0.6,False,True,False,True,False,True,True
紧急巡检M08地块，8 台无人机，多个障碍，坐标暂不指定，高度18米！！！,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.3193,"{""area"": ""M08"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 18}",,"数值错误: drone_num,has_obstacle",复杂 + 噪声,巡检,False,0.7143,True,0.6,False,True,False,True,False,True,True
紧急巡检M08地块，8 台无人机，多个障碍，坐标暂不指定，高度18米！！！,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.6043,"{""area"": ""M08"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 18}",,"数值错误: drone_num,has_obstacle",复杂 + 噪声,巡检,False,0.7143,True,0.6,False,True,False,True,False,True,True
紧急巡检M08地块，8 台无人机，多个障碍，坐标暂不指定，高度18米！！！,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.0737,"{""area"": ""M08"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 18}",,"数值错误: drone_num,has_obstacle",复杂 + 噪声,巡检,False,0.7143,True,0.6,False,True,False,True,False,True,True
紧急巡检M08地块，8 台无人机，多个障碍，坐标暂不指定，高度18米！！！,doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.3797,"{""area"": ""M08"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 18}",,"数值错误: drone_num,has_obstacle",复杂 + 噪声,巡检,False,0.7143,True,0.6,False,True,False,True,False,True,True
"批量施肥Q06,C00,I04地块，6 台无人机，高度10米，(9,17)处有大树",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.3216,"{""area"": ""Q06,C00,I04"", ""drone_num"": 6, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [9, 17], ""height"": 10}",,"数值错误: drone_num,has_obstacle,obstacle_position",复杂,施肥,False,0.5714,True,0.5455,False,True,False,True,False,False,True
"批量施肥Q06,C00,I04地块，6 台无人机，高度10米，(9,17)处有大树",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.5093,"{""area"": ""Q06,C00,I04"", ""drone_num"": 6, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [9, 17], ""height"": 10}",,"数值错误: drone_num,has_obstacle,obstacle_position",复杂,施肥,False,0.5714,True,0.5455,False,True,False,True,False,False,True
"批量施肥Q06,C00,I04地块，6 台无人机，高度10米，(9,17)处有大树",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.5969,"{""area"": ""Q06,C00,I04"", ""drone_num"": 6, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [9, 17], ""height"": 10}",,"数值错误: drone_num,has_obstacle,obstacle_position",复杂,施肥,False,0.5714,True,0.5455,False,True,False,True,False,False,True
"批量施肥Q06,C00,I04地块，6 台无人机，高度10米，(9,17)处有大树",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.36,"{""area"": ""Q06,C00,I04"", ""drone_num"": 6, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [9, 17], ""height"": 10}",,"数值错误: drone_num,has_obstacle,obstacle_position",复杂,施肥,False,0.5714,True,0.5455,False,True,False,True,False,False,True
"批量施肥Q06,C00,I04地块，6 台无人机，高度10米，(9,17)处有大树",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.1565,"{""area"": ""Q06,C00,I04"", ""drone_num"": 6, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [9, 17], ""height"": 10}",,"数值错误: drone_num,has_obstacle,obstacle_position",复杂,施肥,False,0.5714,True,0.5455,False,True,False,True,False,False,True
"批量巡检L01,C05地块，每块2 台无人机，总数量4 台，高度7米",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.0555,"{""area"": ""L01,C05"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 7}",,数值错误: drone_num,复杂,巡检,False,0.8571,True,0.8,False,True,False,True,True,True,True
"批量巡检L01,C05地块，每块2 台无人机，总数量4 台，高度7米",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.7558,"{""area"": ""L01,C05"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 7}",,数值错误: drone_num,复杂,巡检,False,0.8571,True,0.8,False,True,False,True,True,True,True
"批量巡检L01,C05地块，每块2 台无人机，总数量4 台，高度7米",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.2686,"{""area"": ""L01,C05"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 7}",,数值错误: drone_num,复杂,巡检,False,0.8571,True,0.8,False,True,False,True,True,True,True
"批量巡检L01,C05地块，每块2 台无人机，总数量4 台，高度7米",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.7712,"{""area"": ""L01,C05"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 7}",,数值错误: drone_num,复杂,巡检,False,0.8571,True,0.8,False,True,False,True,True,True,True
"批量巡检L01,C05地块，每块2 台无人机，总数量4 台，高度7米",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.3975,"{""area"": ""L01,C05"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 7}",,数值错误: drone_num,复杂,巡检,False,0.8571,True,0.8,False,True,False,True,True,True,True
"对J05地块喷洒农药 7台无人机 圆形(round)路径 高度15 米左右  避开(50,80)障碍",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.6728,"{""area"": ""J05"", ""drone_num"": 7, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 15}",,"数值错误: has_obstacle,obstacle_position,height",噪声,未知,True,0.5714,True,0.5455,False,True,True,True,False,False,False
"对J05地块喷洒农药 7台无人机 圆形(round)路径 高度15 米左右  避开(50,80)障碍",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.4926,"{""area"": ""J05"", ""drone_num"": 7, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 15}",,"数值错误: has_obstacle,obstacle_position,height",噪声,未知,True,0.5714,True,0.5455,False,True,True,True,False,False,False
"对J05地块喷洒农药 7台无人机 圆形(round)路径 高度15 米左右  避开(50,80)障碍",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.6305,"{""area"": ""J05"", ""drone_num"": 7, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 15}",,"数值错误: has_obstacle,obstacle_position,height",噪声,未知,True,0.5714,True,0.5455,False,True,True,True,False,False,False
"对J05地块喷洒农药 7台无人机 圆形(round)路径 高度15 米左右  避开(50,80)障碍",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.4268,"{""area"": ""J05"", ""drone_num"": 7, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 15}",,"数值错误: has_obstacle,obstacle_position,height",噪声,未知,True,0.5714,True,0.5455,False,True,True,True,False,False,False
"对J05地块喷洒农药 7台无人机 圆形(round)路径 高度15 米左右  避开(50,80)障碍",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.1666,"{""area"": ""J05"", ""drone_num"": 7, ""path"": ""round"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 15}",,"数值错误: has_obstacle,obstacle_position,height",噪声,未知,True,0.5714,True,0.5455,False,True,True,True,False,False,False
"紧急喷药O09地块，5台无人机，高度9米，(73,139)处有大树！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.2693,"{""area"": ""O09"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [73, 139], ""height"": 9}",,"数值错误: has_obstacle,obstacle_position",中等 + 噪声,喷药,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"紧急喷药O09地块，5台无人机，高度9米，(73,139)处有大树！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.5606,"{""area"": ""O09"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [73, 139], ""height"": 9}",,"数值错误: has_obstacle,obstacle_position",中等 + 噪声,喷药,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"紧急喷药O09地块，5台无人机，高度9米，(73,139)处有大树！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.1054,"{""area"": ""O09"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [73, 139], ""height"": 9}",,"数值错误: has_obstacle,obstacle_position",中等 + 噪声,喷药,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"紧急喷药O09地块，5台无人机，高度9米，(73,139)处有大树！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.9726,"{""area"": ""O09"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [73, 139], ""height"": 9}",,"数值错误: has_obstacle,obstacle_position",中等 + 噪声,喷药,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"紧急喷药O09地块，5台无人机，高度9米，(73,139)处有大树！！！（紧急）",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.6322,"{""area"": ""O09"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [73, 139], ""height"": 9}",,"数值错误: has_obstacle,obstacle_position",中等 + 噪声,喷药,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"紧急喷药I08地块，5台无人机，大概高度25米，(123,27)处有大树",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.423,"{""area"": ""I08"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [123, 27], ""height"": 25}",,"数值错误: has_obstacle,obstacle_position",中等 + 噪声,喷药,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"紧急喷药I08地块，5台无人机，大概高度25米，(123,27)处有大树",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.9202,"{""area"": ""I08"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [123, 27], ""height"": 25}",,"数值错误: has_obstacle,obstacle_position",中等 + 噪声,喷药,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"紧急喷药I08地块，5台无人机，大概高度25米，(123,27)处有大树",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.9488,"{""area"": ""I08"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [123, 27], ""height"": 25}",,"数值错误: has_obstacle,obstacle_position",中等 + 噪声,喷药,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"紧急喷药I08地块，5台无人机，大概高度25米，(123,27)处有大树",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.3463,"{""area"": ""I08"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [123, 27], ""height"": 25}",,"数值错误: has_obstacle,obstacle_position",中等 + 噪声,喷药,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"紧急喷药I08地块，5台无人机，大概高度25米，(123,27)处有大树",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.7878,"{""area"": ""I08"", ""drone_num"": 5, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": [123, 27], ""height"": 25}",,"数值错误: has_obstacle,obstacle_position",中等 + 噪声,喷药,False,0.7143,True,0.7273,False,True,True,True,False,False,True
"批量施肥H05,R09,A05,Q08地块 8台无人机 高度5 米左右  多个障碍 坐标暂不指定",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.783,"{""area"": ""H05,R09,A05,Q08"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 5}",,"数值错误: has_obstacle,height",复杂 + 噪声,施肥,False,0.7143,True,0.6,False,True,True,True,False,True,False
"批量施肥H05,R09,A05,Q08地块 8台无人机 高度5 米左右  多个障碍 坐标暂不指定",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.1802,"{""area"": ""H05,R09,A05,Q08"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 5}",,"数值错误: has_obstacle,height",复杂 + 噪声,施肥,False,0.7143,True,0.6,False,True,True,True,False,True,False
"批量施肥H05,R09,A05,Q08地块 8台无人机 高度5 米左右  多个障碍 坐标暂不指定",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,2.7779,"{""area"": ""H05,R09,A05,Q08"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 5}",,"数值错误: has_obstacle,height",复杂 + 噪声,施肥,False,0.7143,True,0.6,False,True,True,True,False,True,False
"批量施肥H05,R09,A05,Q08地块 8台无人机 高度5 米左右  多个障碍 坐标暂不指定",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.1632,"{""area"": ""H05,R09,A05,Q08"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 5}",,"数值错误: has_obstacle,height",复杂 + 噪声,施肥,False,0.7143,True,0.6,False,True,True,True,False,True,False
"批量施肥H05,R09,A05,Q08地块 8台无人机 高度5 米左右  多个障碍 坐标暂不指定",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.017,"{""area"": ""H05,R09,A05,Q08"", ""drone_num"": 8, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 5}",,"数值错误: has_obstacle,height",复杂 + 噪声,施肥,False,0.7143,True,0.6,False,True,True,True,False,True,False
"批量施肥Q02,E08地块，4台无人机，大概高度15米，多个障碍，坐标暂不指定",doubao-1-5-pro-32k-250115,结构化提示词+合法性校验,True,False,3.0055,"{""area"": ""Q02,E08"", ""drone_num"": 4, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 15}",,数值错误: has_obstacle,复杂 + 噪声,施肥,False,0.8571,True,0.8,False,True,True,True,False,True,True
